,Date,Compulsory_Mask,Eat_In_Ban,Entry_Recording,Lockdown,Sch_Closure,Gathering_Max,Mall_Distancing,Recreation_0.0,Recreation_0.25,Recreation_0.5,Recreation_0.65,Recreation_1.0,Workplace_Closure_0.0,Workplace_Closure_0.33,Workplace_Closure_0.5,Workplace_Closure_0.75,Workplace_Closure_1.0,Worship_0.0,Worship_0.25,Worship_0.5,Worship_0.65,Worship_1.0
446,2021-04-13,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
447,2021-04-14,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
448,2021-04-15,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
449,2021-04-16,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
450,2021-04-17,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
451,2021-04-18,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
452,2021-04-19,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
453,2021-04-20,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
454,2021-04-21,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
455,2021-04-22,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
456,2021-04-23,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
457,2021-04-24,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
458,2021-04-25,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
459,2021-04-26,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
460,2021-04-27,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
461,2021-04-28,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
462,2021-04-29,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
463,2021-04-30,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
464,2021-05-01,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
465,2021-05-02,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
466,2021-05-03,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
467,2021-05-04,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
468,2021-05-05,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
469,2021-05-06,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
470,2021-05-07,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
471,2021-05-08,1,0,1,0,0,0.03125,0.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
472,2021-05-09,1,0,1,0,0,0.03125,0.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
473,2021-05-10,1,0,1,0,0,0.03125,0.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
474,2021-05-11,1,0,1,0,0,0.03125,0.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
475,2021-05-12,1,0,1,0,0,0.03125,0.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
476,2021-05-13,1,0,1,0,0,0.03125,0.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
477,2021-05-14,1,0,1,0,0,0.03125,0.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
478,2021-05-15,1,0,1,0,0,0.03125,0.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
479,2021-05-16,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
480,2021-05-17,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
481,2021-05-18,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
482,2021-05-19,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
483,2021-05-20,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
484,2021-05-21,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
485,2021-05-22,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
486,2021-05-23,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
487,2021-05-24,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
488,2021-05-25,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
489,2021-05-26,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
490,2021-05-27,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
491,2021-05-28,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
492,2021-05-29,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
493,2021-05-30,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
494,2021-05-31,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
495,2021-06-01,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
496,2021-06-02,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
497,2021-06-03,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
498,2021-06-04,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
499,2021-06-05,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
500,2021-06-06,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
501,2021-06-07,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
502,2021-06-08,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
503,2021-06-09,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
504,2021-06-10,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
505,2021-06-11,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
506,2021-06-12,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
507,2021-06-13,1,1,1,0,0,0.25,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
508,2021-06-14,1,1,1,0,0,0.03125,0.3125,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
509,2021-06-15,1,1,1,0,0,0.03125,0.3125,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
510,2021-06-16,1,1,1,0,0,0.03125,0.3125,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
511,2021-06-17,1,1,1,0,0,0.03125,0.3125,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
512,2021-06-18,1,1,1,0,0,0.03125,0.3125,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
513,2021-06-19,1,1,1,0,0,0.03125,0.3125,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
514,2021-06-20,1,1,1,0,0,0.03125,0.3125,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
515,2021-06-21,1,1,1,0,0,0.03125,0.3125,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
516,2021-06-22,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
517,2021-06-23,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
518,2021-06-24,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
519,2021-06-25,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
520,2021-06-26,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
521,2021-06-27,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
522,2021-06-28,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
523,2021-06-29,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
524,2021-06-30,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
525,2021-07-01,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
526,2021-07-02,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
527,2021-07-03,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
528,2021-07-04,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
529,2021-07-05,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
530,2021-07-06,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
531,2021-07-07,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
532,2021-07-08,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
533,2021-07-09,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
534,2021-07-10,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
535,2021-07-11,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
536,2021-07-12,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
537,2021-07-13,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
538,2021-07-14,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
539,2021-07-15,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
540,2021-07-16,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
541,2021-07-17,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
542,2021-07-18,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
543,2021-07-19,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
544,2021-07-20,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
545,2021-07-21,1,0,1,0,0,0.03125,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
546,2021-07-22,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
547,2021-07-23,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
548,2021-07-24,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
549,2021-07-25,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
550,2021-07-26,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
551,2021-07-27,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
552,2021-07-28,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
553,2021-07-29,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
554,2021-07-30,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
555,2021-07-31,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
556,2021-08-01,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
557,2021-08-02,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
558,2021-08-03,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
559,2021-08-04,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
560,2021-08-05,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
561,2021-08-06,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
562,2021-08-07,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
563,2021-08-08,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
564,2021-08-09,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
565,2021-08-10,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
566,2021-08-11,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
567,2021-08-12,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
568,2021-08-13,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
569,2021-08-14,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
570,2021-08-15,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
571,2021-08-16,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
572,2021-08-17,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
573,2021-08-18,1,1,1,0,0,0.25,0.3125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
