,Date,Lockdown,Gathering_Max,Mall_Distancing,Recreation,Workplace_Closure,Workplace_Gathering,Worship,Dine_in_Max,School_Restriction
156,2020-06-27,0,0.03125,0.3125,1.0,0.5,0.03125,0.75,0.03125,0.65
157,2020-06-28,0,0.03125,0.3125,1.0,0.5,0.03125,0.75,0.03125,0.65
158,2020-06-29,0,0.03125,0.3125,1.0,0.5,0.03125,0.75,0.03125,0.19999999999999996
159,2020-06-30,0,0.03125,0.3125,1.0,0.5,0.03125,0.75,0.03125,0.19999999999999996
160,2020-07-01,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
161,2020-07-02,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
162,2020-07-03,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
163,2020-07-04,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
164,2020-07-05,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
165,2020-07-06,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
166,2020-07-07,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
167,2020-07-08,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
168,2020-07-09,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
169,2020-07-10,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
170,2020-07-11,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
171,2020-07-12,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
172,2020-07-13,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
173,2020-07-14,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
174,2020-07-15,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
175,2020-07-16,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
176,2020-07-17,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
177,2020-07-18,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
178,2020-07-19,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
179,2020-07-20,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
180,2020-07-21,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
181,2020-07-22,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
182,2020-07-23,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
183,2020-07-24,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
184,2020-07-25,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
185,2020-07-26,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
186,2020-07-27,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
187,2020-07-28,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
188,2020-07-29,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
189,2020-07-30,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
190,2020-07-31,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
191,2020-08-01,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
192,2020-08-02,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
193,2020-08-03,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
194,2020-08-04,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
195,2020-08-05,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
196,2020-08-06,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
197,2020-08-07,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
198,2020-08-08,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
199,2020-08-09,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
200,2020-08-10,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
201,2020-08-11,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
202,2020-08-12,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
203,2020-08-13,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
204,2020-08-14,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
205,2020-08-15,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
206,2020-08-16,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
207,2020-08-17,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
208,2020-08-18,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
209,2020-08-19,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
210,2020-08-20,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
211,2020-08-21,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
212,2020-08-22,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
213,2020-08-23,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
214,2020-08-24,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
215,2020-08-25,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
216,2020-08-26,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
217,2020-08-27,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
218,2020-08-28,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
219,2020-08-29,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
220,2020-08-30,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
221,2020-08-31,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
222,2020-09-01,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
223,2020-09-02,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
224,2020-09-03,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
225,2020-09-04,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
226,2020-09-05,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
227,2020-09-06,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
228,2020-09-07,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
229,2020-09-08,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
230,2020-09-09,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
231,2020-09-10,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
232,2020-09-11,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
233,2020-09-12,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
234,2020-09-13,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
235,2020-09-14,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
236,2020-09-15,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
237,2020-09-16,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
238,2020-09-17,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
239,2020-09-18,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
240,2020-09-19,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
241,2020-09-20,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
242,2020-09-21,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
243,2020-09-22,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
244,2020-09-23,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
245,2020-09-24,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
246,2020-09-25,0,0.03125,0.3125,0.35,0.5,0.03125,0.75,0.03125,0.19999999999999996
